gene10007	LOC105883949
gene18344	LOC105865252
gene18345	LOC105865124
gene18346	LOC105865269
gene18348	LOC105865129
gene18349	MYLIP
gene18350	LOC105865224
gene18351	GMPR
gene18352	ATXN1
gene18353	LOC105865137
gene18354	LOC105865256
gene1717	LOC105879533
gene18355	LOC105865257
gene18356	STMND1
gene18357	LOC105865238
gene18358	LOC105865237
gene18359	RBM24
gene18360	LOC105865244
gene18361	CAP2
gene18362	LOC105865195
gene1718	LOC109729201
gene18363	FAM8A1
gene18364	NUP153
gene18366	KIF13A
gene18368	LOC105865164
gene18369	LOC105865163
gene18370	LOC105865220
gene1719	LOC105879534
gene18372	NHLRC1
gene18373	TPMT
gene18374	KDM1B
gene18375	DEK
gene18376	RNF144B
gene18377	LOC105865158
gene18378	LOC105865272
gene18379	LOC105865225
gene18380	LOC105865250
gene18381	LOC105865266
gene18382	LOC105865120
gene18383	LOC105865265
gene18384	LOC105865261
gene18385	ID4
gene18386	MBOAT1
gene18387	E2F3
gene18388	CDKAL1
gene18389	LOC105865154
gene18390	LOC105865258
gene18391	SOX4
gene18392	LOC105865197
gene18394	PRL
gene18395	LOC105865127
gene18396	LOC105865130
gene18397	HDGFL1
gene18398	LOC105865135
gene18399	LOC105865131
gene18401	LOC105865160
gene18402	NRSN1
gene18403	DCDC2
gene18404	LOC105865203
gene18406	MRS2
gene18407	GPLD1
gene18408	ALDH5A1
gene18409	KIAA0319
gene18410	LOC105858280
gene18411	TDP2
gene18412	ACOT13
gene18413	C14H6orf62
gene18414	GMNN
gene18415	C14H6orf229
gene18416	RIPOR2
gene18419	LOC105858327
gene18420	CARMIL1
gene1720	PABPC4
gene1721	LOC105879535
gene182	LOC105883454
gene18421	LOC105858331
gene18422	SCGN
gene18423	LOC105858336
gene18424	LOC105858337
gene18425	LOC105858279
gene18426	SLC17A4
gene18427	SLC17A1
gene1722	HEYL
gene18428	SLC17A3
gene18430	SLC17A2
gene18432	LOC105858286
gene18433	LOC105858311
gene18434	LOC105858296
gene18435	LOC105858310
gene18436	LOC105858307
gene18437	LOC105858299
gene18438	LOC105858289
gene18439	LOC105858287
gene18440	HFE
gene18441	LOC105858309
gene18442	LOC105858288
gene18443	LOC105858301
gene18444	LOC105858298
gene18445	LOC105858285
gene18446	LOC105858300
gene18447	LOC105858308
gene18448	LOC105858295
gene18449	LOC105858294
gene18450	LOC105858304
gene18451	LOC105858276
gene18452	LOC105858302
gene18453	LOC105858291
gene18454	LOC105858284
gene18456	LOC105858277
gene18457	LOC105858292
gene18460	LOC105858306
gene18461	TRNAM-CAU
gene18462	TRNAS-GCU
gene18463	TRNAQ-UUG
gene18464	TRNAS-UGA
gene18465	TRNAG-GCC
gene18466	LOC105858281
gene18467	TRNAR-UCG
gene18468	TRNAS-AGA
gene18469	TRNAR-ACG
gene18471	TRNAW-CCA
gene1723	NT5C1A
gene18472	LOC109729220
gene18473	LOC105854942
gene18474	LOC105854946
gene18475	LOC105854949
gene18476	APELA
gene18479	MARCH1
gene18483	TMA16
gene18484	TKTL2
gene18485	NPY5R
gene1724	HPCAL4
gene18486	LOC105854958
gene18487	NPY1R
gene18488	NAF1
gene18489	LOC105854960
gene18490	LOC105854944
gene18491	FSTL5
gene18492	LOC105854962
gene18493	LOC105854963
gene18494	LOC105854945
gene18495	LOC105854965
gene18496	LOC105854964
gene18497	RAPGEF2
gene18498	LOC105854968
gene1725	LOC109729248
gene18499	C14H4orf45
gene18500	LOC105881755
gene18501	FNIP2
gene1726	PPIE
gene18503	PPID
gene18504	ETFDH
gene18505	C14H4orf46
gene18506	RXFP1
gene18509	TMEM144
gene18510	LOC109729234
gene18511	FAM198B
gene18512	LOC105881763
gene18513	LOC105881739
gene1727	BMP8B
gene18514	LOC105881764
gene18515	GRIA2
gene18516	GLRB
gene18517	PDGFC
gene1728	OXCT2
gene18518	LOC105881741
gene18519	LOC105881740
gene18521	LOC105881743
gene18522	CTSO
gene18523	TDO2
gene18524	ASIC5
gene18525	GUCY1B3
gene1729	TRIT1
gene18526	GUCY1A3
gene18527	LOC105881772
gene18528	LOC105881773
gene18529	MAP9
gene18530	LOC105881775
gene18531	NPY2R
gene18532	RBM46
gene18533	LRAT
gene18534	LOC109729238
gene18536	FGG
gene18537	FGA
gene18538	FGB
gene18539	PLRG1
gene18540	DCHS2
gene18541	LOC105881784
gene18542	LOC105881791
gene18543	LOC105881786
gene18544	LOC105881788
gene18545	LOC105881789
gene18546	LOC105881787
gene18547	SFRP2
gene18548	LOC105881792
gene18549	RNF175
gene18550	TLR2
gene18551	KIAA0922
gene18552	MND1
gene18553	TRIM2
gene1730	MYCL
gene18555	LOC105881799
gene18556	LOC105881801
gene18557	LOC105881732
gene18558	LOC105881802
gene18561	FHDC1
gene18562	ARFIP1
gene18564	TIGD4
gene18565	LOC105881808
gene18566	TMEM154
gene18567	FBXW7
gene18568	GATB
gene18569	FAM160A1
gene18570	LOC105881728
gene18571	SH3D19
gene1731	MFSD2A
gene18572	PRSS48
gene18574	LOC105881817
gene18576	RPS3A
gene18577	LOC109729235
gene18578	LRBA
gene18579	LOC105881822
gene18580	MAB21L2
gene18583	DCLK2
gene18584	LOC105881827
gene18585	LOC105881828
gene18586	LOC109729239
gene1733	CAP1
gene18587	LOC105881830
gene18588	LOC105881829
gene18589	LOC105881831
gene18590	LOC105881832
gene18591	NR3C2
gene18592	ARHGAP10
gene18593	PRMT9
gene18594	TMEM184C
gene18595	LOC105881839
gene18596	EDNRA
gene18598	TTC29
gene18599	POU4F2
gene18600	LOC109729240
gene18601	SLC10A7
gene18602	LOC105881843
gene18603	LOC105881842
gene18604	LSM6
gene18605	ZNF827
gene18606	C14H4orf51
gene1734	PPT1
gene18607	LOC105881849
gene18608	MMAA
gene18609	SMAD1
gene1735	RLF
gene18611	OTUD4
gene18612	ABCE1
gene18613	ANAPC10
gene18614	HHIP
gene18615	LOC105881750
gene18616	GYPA
gene18617	FREM3
gene18618	SMARCA5
gene18619	LOC105881861
gene18620	GAB1
gene1736	TMCO2
gene18621	LOC105881735
gene18622	LOC105881862
gene18623	LOC105881863
gene18624	LOC105881865
gene1737	ZMPSTE24
gene18625	USP38
gene18626	LOC105881866
gene18627	LOC105881867
gene18628	INPP4B
gene1738	COL9A2
gene18629	IL15
gene18630	LOC105881751
gene18631	ZNF330
gene18632	LOC105881736
gene18633	RNF150
gene18634	TBC1D9
gene18635	LOC105881874
gene18637	UCP1
gene18638	ELMOD2
gene18639	MGAT4D
gene18640	LOC109729241
gene18641	CLGN
gene18642	SCOC
gene18644	LOC109729242
gene18645	LOC105872352
gene18646	MAML3
gene18647	MGST2
gene18648	LOC105872353
gene18649	SETD7
gene18650	RAB33B
gene18651	NAA15
gene18652	NDUFC1
gene18653	MGARP
gene18654	ELF2
gene18655	NOCT
gene18656	LOC105872362
gene18657	LOC105872361
gene1739	SMAP2
gene18658	LOC105872363
gene18659	LOC105872366
gene18660	LOC105872367
gene18661	LOC105872365
gene18662	LOC105872364
gene18663	SLC7A11
gene18664	PCDH18
gene18665	LOC105872377
gene18666	LOC105872370
gene18668	LOC105872378
gene18669	PABPC4L
gene18670	LOC105872372
gene18671	PCDH10
gene18672	LOC105872374
gene18673	LOC109729243
gene18675	LOC105865106
gene18676	LOC105865105
gene1740	ZFP69B
gene18678	LOC105885836
gene18679	LOC105885837
gene18682	C14H4orf33
gene18683	SCLT1
gene18684	JADE1
gene18685	LOC105885813
gene18686	LOC105885831
gene18687	PGRMC2
gene18688	LARP1B
gene18689	LOC105885828
gene18690	ABHD18
gene1743	LOC105855077
gene18691	MFSD8
gene18692	PLK4
gene18694	HSPA4L
gene18695	SLC25A31
gene18696	INTU
gene18697	LOC105885817
gene18698	LOC105885818
gene18699	LOC105885812
gene18700	LOC105885816
gene18701	LOC105885814
gene18703	LOC105856795
gene1744	EXO5
gene18705	LOC105882074
gene18706	LOC105882075
gene18708	FAT4
gene18709	ANKRD50
gene18710	LOC105882090
gene18711	LOC105882077
gene18712	LOC105882078
gene18713	LOC105882091
gene18714	SPRY1
gene18715	LOC105882079
gene18716	SPATA5
gene18719	NUDT6
gene18720	FGF2
gene18721	BBS12
gene18722	LOC105882099
gene18723	LOC105882080
gene18724	IL21
gene18726	IL2
gene18727	ADAD1
gene18728	LOC109729245
gene18729	KIAA1109
gene18730	LOC105882107
gene1745	ZNF684
gene18732	TRPC3
gene18733	BBS7
gene18735	CCNA2
gene18736	EXOSC9
gene18737	TMEM155
gene18738	ANXA5
gene18739	LOC105882114
gene18740	FRG1
gene18741	LOC105882117
gene18742	LOC105882116
gene18744	LOC105882082
gene18745	LOC105882083
gene18746	TRIML1
gene18747	LOC105882121
gene18748	TRIML2
gene18749	ZFP42
gene1746	LOC105855078
gene18750	LOC105882085
gene18751	LOC105882073
gene18753	LOC105882086
gene18756	FAT1
gene18757	MTNR1A
gene18758	F11
gene1747	LOC105855081
gene18759	KLKB1
gene18760	LOC105882473
gene18761	FAM149A
gene18762	TLR3
gene1748	LOC105855082
gene18763	LOC105882467
gene18764	SORBS2
gene1749	RIMS3
gene18765	LOC105882482
gene18766	LOC109729246
gene18767	LOC105882483
gene1750	NFYC
gene18768	PDLIM3
gene18769	LOC105882486
gene18770	CCDC110
gene18771	C14H4orf47
gene18772	UFSP2
gene18773	ANKRD37
gene18774	LRP2BP
gene18775	SNX25
gene18776	CFAP97
gene18777	SLC25A4
gene18780	HELT
gene18781	ACSL1
gene183	LOC109729457
gene18782	CENPU
gene18783	PRIMPOL
gene18784	CASP3
gene18785	IRF2
gene18786	LOC105882504
gene18788	ENPP6
gene18789	STOX2
gene18790	LOC105882507
gene18791	TRAPPC11
gene18792	RWDD4
gene18793	ING2
gene18794	LOC105882512
gene1751	KCNQ4
gene18795	CDKN2AIP
gene18796	LOC105882514
gene18797	LOC105882517
gene18798	LOC105882516
gene18799	WWC2
gene18800	LOC105882518
gene18801	LOC105882471
gene18802	LOC105879496
gene1752	CITED4
gene18804	LOC105875648
gene18805	LOC105881034
gene18806	LOC105881029
gene18807	LOC105881038
gene18808	LOC105869635
gene18809	LOC105869634
gene1753	LOC105855060
gene18810	LOC105869636
gene18812	LOC105874681
gene1754	CTPS1
gene18813	LOC105874673
gene18814	LOC105874672
gene18815	AGA
gene18816	NEIL3
gene18817	LOC105874669
gene184	CMC1
gene18820	VEGFC
gene18821	LOC105874667
gene18822	SPCS3
gene18823	ASB5
gene18824	SPATA4
gene18825	WDR17
gene1755	SLFNL1
gene18826	GPM6A
gene1756	SCMH1
gene18827	LOC105874662
gene18828	LOC105863945
gene18829	LOC105874657
gene18830	LOC105874658
gene18831	ADAM29
gene18832	GLRA3
gene18833	HPGD
gene18834	CEP44
gene18835	FBXO8
gene18836	LOC105874649
gene18838	LOC105874686
gene18839	LOC105874648
gene18840	HAND2
gene18841	LOC105874646
gene18842	SCRG1
gene18843	SAP30
gene18844	HMGB2
gene18845	GALNT7
gene18846	LOC105874642
gene18847	LOC105874636
gene18848	GALNTL6
gene18849	LOC105874637
gene18850	LOC105874639
gene18851	LOC105874640
gene18853	LOC105874684
gene18854	LOC105874634
gene18855	LOC105874633
gene18856	LOC105874630
gene18857	LOC105874631
gene18858	MFAP3L
gene18860	LOC105874628
gene18861	LOC105874627
gene18862	CLCN3
gene18863	NEK1
gene18864	LOC105874624
gene18865	SH3RF1
gene18866	LOC105874620
gene18867	LOC109729249
gene18868	CBR4
gene1759	FOXO6
gene18869	PALLD
gene18870	LOC105874676
gene18871	LOC105874618
gene18873	LOC105874619
gene1760	EDN2
gene18874	DDX60
gene18875	ANXA10
gene1761	HIVEP3
gene18876	LOC105874611
gene18877	LOC105874610
gene18878	LOC109729250
gene18879	SPOCK3
gene18880	LOC105874609
gene18881	TLL1
gene18882	LOC105874606
gene1762	SNRNP40
gene18883	CPE
gene18884	LOC109729237
gene18886	MSMO1
gene18887	KLHL2
gene18889	LOC105874602
gene1763	LOC109729276
gene185	AZI2
gene18890	LOC105874600
gene18891	TMEM192
gene18892	LOC105874599
gene18893	LOC105874598
gene18894	LOC105859708
gene1764	NKAIN1
gene18895	DCTD
gene18896	LOC105859703
gene18897	LOC105859686
gene18898	LOC105858869
gene18900	LOC105866344
gene18901	LOC105860578
gene18902	LOC105860577
gene18903	LOC109730310
gene18904	LOC105866314
gene18905	LOC109729385
gene18906	LOC109729425
gene18907	RUFY2
gene18908	LOC109729386
gene18909	DNA2
gene18911	LOC105870231
gene1767	PUM1
gene18912	SLC25A16
gene18913	LOC109729423
gene18914	TET1
gene18915	CCAR1
gene18916	STOX1
gene18917	LOC105870220
gene18918	DDX50
gene18919	DDX21
gene18920	KIF1BP
gene18921	SRGN
gene18923	VPS26A
gene18924	SUPV3L1
gene18925	HKDC1
gene18926	HK1
gene18929	TACR2
gene18930	TSPAN15
gene18931	NEUROG3
gene18932	C15H10orf35
gene18933	COL13A1
gene18935	LOC105870202
gene18936	AIFM2
gene18937	TYSND1
gene18938	SAR1A
gene18940	PPA1
gene18941	NPFFR1
gene18942	LRRC20
gene18943	EIF4EBP2
gene18944	NODAL
gene18945	LOC105870195
gene18946	PALD1
gene18947	LOC105870192
gene18948	PRF1
gene18949	ADAMTS14
gene18950	TBATA
gene18951	SGPL1
gene18952	PCBD1
gene18953	UNC5B
gene18954	SLC29A3
gene18955	LOC105870185
gene18956	LOC105870175
gene18957	LOC105870182
gene18958	C15H10orf105
gene18959	LOC105870181
gene18960	VSIR
gene18961	LOC105870177
gene18962	PSAP
gene18963	LOC105870346
gene18965	CHST3
gene18966	LOC105870345
gene18967	SPOCK2
gene18968	ASCC1
gene18969	ANAPC16
gene18970	LOC105870170
gene18971	DDIT4
gene18972	LOC105870167
gene1768	SDC3
gene18973	DNAJB12
gene18974	LOC109729389
gene18976	MICU1
gene1769	LOC105867360
gene18978	LOC105870344
gene18979	MCU
gene18980	OIT3
gene18981	PLA2G12B
gene18982	P4HA1
gene1770	LAPTM5
gene18984	LOC109729382
gene18985	NUDT13
gene18986	LOC105870155
gene18987	ECD
gene1771	LOC105867357
gene18988	FAM149B1
gene18989	DNAJC9
gene18990	MRPS16
gene18991	LOC105870149
gene18992	CFAP70
gene1772	MATN1
gene18993	LOC105870144
gene18994	LOC109729427
gene18995	DYDC2
gene1773	LOC105867359
gene18996	DYDC1
gene18997	MAT1A
gene18998	LOC105870140
gene18999	LOC105870139
gene19001	LOC105870138
gene1774	LOC105881540
gene19002	SFTPD
gene19003	LOC105870134
gene1775	LOC109729285
gene19004	TMEM254
gene19005	PLAC9
gene19006	ANXA11
gene19007	LOC105870130
gene19008	ZCCHC24
gene19009	LOC105870128
gene19010	PPIF
gene19011	LOC105870343
gene19012	ZMIZ1
gene1776	LOC105863428
gene19013	LOC105870126
gene19014	LOC105870123
gene19015	LOC105870124
gene19016	LOC105870122
gene1777	LOC105863424
gene19017	LOC105870342
gene19018	LOC109729418
gene19020	RPS24
gene19021	POLR3A
gene19022	DLG5
gene1778	LOC105863586
gene19023	LOC105870339
gene19024	LOC105870340
gene19025	KCNMA1
gene1779	LOC105863584
gene1780	LOC105863429
gene186	ZCWPW2
gene19026	LOC105870117
gene19027	C15H10orf11
gene1781	LOC105863426
gene19028	LOC105866323
gene19029	LOC105866335
gene1782	PTPRU
gene19030	ZNF503
gene19031	LOC105866333
gene19032	COMTD1
gene19033	VDAC2
gene19034	LOC105866329
gene19035	LOC105866325
gene19036	SAMD8
gene19037	LOC105871391
gene19038	LOC105871411
gene19039	LOC105871392
gene19040	LOC105871393
gene19041	CCSER2
gene19042	RGR
gene19043	LRIT1
gene19044	LRIT2
gene19045	CDHR1
gene19046	C15H10orf99
gene19047	LOC105871398
gene19049	GHITM
gene19051	LOC109729445
gene19052	LOC105871399
gene19053	LOC105871415
gene19054	NRG3
gene19056	LOC105871416
gene19057	LOC109729410
gene19058	LOC105871418
gene19059	LOC105871400
gene19060	LOC105871401
gene19061	LOC105871419
gene19062	SH2D4B
gene19063	TSPAN14
gene19064	FAM213A
gene19065	LOC105871406
gene19066	LOC105871407
gene19067	ANXA7
gene19068	MSS51
gene19069	PPP3CB
gene19070	USP54
gene19071	LOC105868801
gene19072	LOC105868802
gene19073	MYOZ1
gene19074	SYNPO2L
gene19075	SEC24C
gene19076	FUT11
gene19077	CHCHD1
gene19078	ZSWIM8
gene19079	NDST2
gene19080	CAMK2G
gene1783	MECR
gene19081	PLAU
gene19082	VCL
gene19083	LOC105868792
gene19084	AP3M1
gene19085	ADK
gene19087	LOC105868788
gene19090	KAT6B
gene19091	LOC105868809
gene19092	DUPD1
gene19093	LOC105868810
gene19094	DUSP13
gene19097	LOC105868778
gene19099	SNURF
gene1784	SRSF4
gene19100	SNRPN
gene19101	LOC105868833
gene19102	LOC105884261
gene19103	LOC105884262
gene1785	TMEM200B
gene19104	GRID1
gene19105	LOC105884267
gene19106	LOC105884265
gene19107	LOC105884257
gene19108	WAPL
gene1786	EPB41
gene19109	LOC105884253
gene19110	OPN4
gene19111	LDB3
gene19113	BMPR1A
gene19115	MMRN2
gene19116	SNCG
gene19117	ADIRF
gene19118	LOC109729402
gene19119	LOC105884278
gene19120	FAM25A
gene19121	GLUD1
gene19122	FAM35A
gene19123	LOC105884283
gene19124	LOC105884282
gene19125	LOC105884284
gene19126	GPRIN2
gene19127	LOC105884287
gene19128	LOC105884259
gene19129	LOC105884288
gene19130	LOC109729393
gene19131	LOC105884254
gene19132	LOC105884256
gene19133	LOC105884291
gene19134	ZNF32
gene19135	LOC109729394
gene19136	LOC109729395
gene19137	LOC105863686
gene19138	LOC105863688
gene19139	LOC105863687
gene19140	LOC105863685
gene19141	LOC105863690
gene19142	LOC105863678
gene19143	CXCL12
gene19144	LOC105863677
gene19145	TMEM72
gene19146	RASSF4
gene19147	C15H10orf10
gene19148	C15H10orf25
gene19149	ZNF22
gene19150	LOC105863676
gene19151	LOC105860131
gene19152	LOC105860128
gene19154	LOC105860129
gene19155	MARCH8
gene19156	ZFAND4
gene19157	WASHC2C
gene19159	MSMB
gene19160	NCOA4
gene19161	TIMM23
gene19162	PARG
gene19164	OGDHL
gene19165	C15H10orf53
gene19166	LOC105884260
gene19167	LOC105879014
gene19168	LOC105878992
gene19169	ZNF25
gene19170	ZNF248
gene19171	BMS1
gene19172	LOC105879008
gene187	RBMS3
gene19173	RET
gene19174	CSGALNACT2
gene19175	LOC105879002
gene19176	LOC105879004
gene19177	RASGEF1A
gene19178	LOC105879005
gene19180	LOC109729417
gene19181	LOC105878991
gene19182	LOC105878999
gene19183	FXYD4
gene19184	HNRNPF
gene19185	LOC105878997
gene19187	ZNF239
gene19188	LOC109729387
gene19189	LOC105878994
gene19190	ZNF485
gene19191	LOC105863928
gene19192	LOC109729400
gene19193	LOC105863936
gene19194	LOC109729403
gene19195	ZNF488
gene19196	RBP3
gene19197	GDF2
gene19198	GDF10
gene19199	LOC105863930
gene19200	LOC105863929
gene19201	PTPN20
gene19202	LOC105860112
gene19203	FRMPD2
gene19204	LOC105860091
gene19205	MAPK8
gene1787	OPRD1
gene19206	ARHGAP22
gene19207	LOC105860106
gene19209	WDFY4
gene19210	LRRC18
gene19211	VSTM4
gene19212	FAM170B
gene19213	LOC105860104
gene19214	C15H10orf128
gene19215	C15H10orf71
gene19216	DRGX
gene19217	ERCC6
gene19218	LOC105860110
gene1788	YTHDF2
gene19219	LOC105860092
gene19220	SLC18A3
gene19221	CHAT
gene19222	LOC105860126
gene19223	LOC105860114
gene19224	LOC105860115
gene19225	LOC105860116
gene19226	LOC109729391
gene19227	LOC105870295
gene1789	GMEB1
gene19229	LOC105870360
gene19230	ZWINT
gene19231	LOC105870290
gene19232	LOC105870291
gene19234	LOC105870336
gene19235	LOC105870289
gene19237	LOC105870288
gene19238	LOC105870357
gene19239	IPMK
gene19240	CISD1
gene19242	UBE2D1
gene19243	TFAM
gene19244	LOC105870356
gene19246	BICC1
gene19247	PHYHIPL
gene19248	FAM13C
gene188	LOC109729491
gene19249	LOC109729397
gene19251	SLC16A9
gene19252	MRLN
gene19253	CCDC6
gene1791	LOC105863471
gene19254	LOC105870272
gene19255	ANK3
gene1792	TAF12
gene19256	LOC105870270
gene19258	CDK1
gene19259	RHOBTB1
gene1793	LOC105863474
gene19260	LOC105870333
gene19261	LOC105870262
gene19262	LOC105870263
gene19263	TMEM26
gene19264	LOC105870355
gene19265	C15H10orf107
gene19266	LOC105870259
gene19267	ARID5B
gene19268	LOC105870332
gene19269	RTKN2
gene19270	LOC105870354
gene19271	LOC105870353
gene19272	ZNF365
gene19274	LOC105870255
gene19275	LOC105870254
gene19276	ADO
gene19277	EGR2
gene19279	LOC105870352
gene19280	LOC105870251
gene19281	NRBF2
gene1794	RAB42
gene19282	JMJD1C
gene19283	REEP3
gene19284	LOC105870351
gene1795	TRNAU1AP
gene189	LOC105883615
gene19285	LOC105870246
gene19287	LOC105870244
gene19288	LOC105870350
gene19289	LOC105870243
gene19291	CTNNA3
gene19292	LOC105870240
gene19293	LOC105870242
gene19294	LRRTM3
gene19295	LOC105870241
gene19296	LOC105870239
gene19297	TRNAS-UGA
gene19298	DNAJC12
gene19300	SIRT1
gene19301	HERC4
gene19302	MYPN
gene19303	ATOH7
gene19304	PBLD
gene19305	HNRNPH3
gene1796	RCC1
gene19306	LOC105870320
gene19307	LOC105880283
gene19308	PCDH15
gene19309	LOC105870361
gene19310	LOC105870296
gene19311	MBL2
gene19312	DKK1
gene19313	PRKG1
gene19314	CSTF2T
gene19315	A1CF
gene19316	ASAH2
gene19317	LOC105870302
gene19318	SGMS1
gene19319	LOC105870308
gene19320	LOC105870307
gene19321	MINPP1
gene19322	LOC105870311
gene19323	PAPSS2
gene19324	ATAD1
gene19325	LOC105870313
gene19326	KLLN
gene19327	PTEN
gene19328	LOC105870315
gene19329	LOC105870316
gene19330	LOC105870317
gene19331	RNLS
gene1797	PHACTR4
gene19332	LOC105870319
gene19333	LIPJ
gene19334	LIPF
gene19335	LIPK
gene19336	LIPN
gene19337	LIPM
gene19338	ANKRD22
gene19339	STAMBPL1
gene19340	ACTA2
gene19341	FAS
gene19342	LOC105871651
gene19344	CH25H
gene19345	LIPA
gene19346	IFIT2
gene19347	IFIT3
gene19348	LOC105871695
gene19349	LOC105871702
gene19350	IFIT5
gene19351	LOC105871726
gene19352	SLC16A12
gene19353	LOC105871743
gene19354	PANK1
gene19355	LOC105871783
gene19356	KIF20B
gene19358	LOC105875739
gene19360	HTR7
gene19361	LOC105871916
gene19362	RPP30
gene19363	ANKRD1
gene19364	LOC105871947
gene19366	PCGF5
gene190	LOC105883629
gene19367	HECTD2
gene19368	LOC105871997
gene19369	LOC105871993
gene19370	LOC105872002
gene19371	PPP1R3C
gene19372	LOC105872018
gene19373	TNKS2
gene19374	LOC105872046
gene19375	FGFBP3
gene19376	BTAF1
gene19377	LOC105872110
gene19378	CPEB3
gene19380	MARCH5
gene19381	IDE
gene19382	KIF11
gene19383	HHEX
gene19384	EXOC6
gene19388	LOC105872179
gene19389	LOC105872167
gene19390	LOC109729407
gene19391	LOC105875664
gene19392	CEP55
gene19393	LOC105875754
gene19394	FFAR4
gene19395	RBP4
gene19396	PDE6C
gene19397	LOC105872267
gene19398	LGI1
gene19399	SLC35G1
gene19400	LOC105872341
gene1798	MED18
gene19403	PLCE1
gene19404	NOC3L
gene19405	TBC1D12
gene192	LOC105883620
gene19406	HELLS
gene19407	LOC105872416
gene19408	LOC105875674
gene19409	LOC105872435
gene19410	LOC105872443
gene19412	LOC105872455
gene19414	LOC105872479
gene19416	LOC105872484
gene19417	LOC105872488
gene19418	PDLIM1
gene19419	SORBS1
gene1799	LOC109729401
gene1800	LOC105863507
gene19420	LOC105872686
gene19421	ALDH18A1
gene1801	LOC105863425
gene19422	TCTN3
gene19423	ENTPD1
gene1802	SESN2
gene19424	LOC105872784
gene19425	CC2D2B
gene19426	LOC105872777
gene19428	CCNJ
gene1803	LOC105863577
gene19429	LOC105872814
gene19430	ZNF518A
gene1804	ATPIF1
gene19431	BLNK
gene19432	LOC105872839
gene19433	DNTT
gene19434	OPALIN
gene1805	DNAJC8
gene19435	TLL2
gene19436	TM9SF3
gene19437	LOC105872912
gene1806	PTAFR
gene19438	PIK3AP1
gene19439	LOC105872908
gene19440	LOC105872917
gene19441	LOC105872918
gene19442	SLIT1
gene19443	LOC105872993
gene19444	ARHGAP19
gene19446	FRAT1
gene19447	FRAT2
gene19448	RRP12
gene19449	PGAM1
gene19450	EXOSC1
gene19451	ZDHHC16
gene19452	MMS19
gene19454	UBTD1
gene19455	ANKRD2
gene19456	HOGA1
gene1807	EYA3
gene19457	C15H10orf62
gene19458	MORN4
gene19459	PI4K2A
gene19460	AVPI1
gene19461	MARVELD1
gene19462	LOC105873158
gene19463	LOC105873182
gene19464	ZFYVE27
gene19465	SFRP5
gene19466	LOC105873197
gene1808	XKR8
gene19467	CRTAC1
gene19468	R3HCC1L
gene1809	SMPDL3B
gene193	LOC105883625
gene19469	LOXL4
gene19470	LOC105875759
gene19471	PYROXD2
gene19472	HPS1
gene1810	RPA2
gene19473	HPSE2
gene19474	LOC105873304
gene19475	LOC105873296
gene19477	LOC105873316
gene1811	THEMIS2
gene19478	LOC105873290
gene19479	CNNM1
gene19480	GOT1
gene19481	LOC105873334
gene19482	LOC105873336
gene19483	LOC105873342
gene19484	NKX2-3
gene19485	LOC105873390
gene19486	SLC25A28
gene1813	PPP1R8
gene19487	ENTPD7
gene19489	LOC105873394
gene19490	CUTC
gene19491	ABCC2
gene19492	DNMBP
gene1814	STX12
gene19495	CPN1
gene19496	LOC105873460
gene19497	ERLIN1
